Customer ID,Frequency,TotalSpent,AvgOrderValue,TotalQuantity,AvgQuantity,FirstPurchase,LastPurchase,TotalTransactions,UniqueProducts,Country,CustomerLifetime,WillPurchaseAgain
12362,10,5226.23,19.647481203007516,2229,8.3796992481203,2011-02-17 10:30:00,2011-12-06 15:40:00,266,201,Belgium,292,1
12363,2,552.0,24.0,408,17.73913043478261,2011-04-11 13:29:00,2011-08-22 10:18:00,23,23,Unspecified,132,0
12364,4,1313.1,15.448235294117646,1506,17.71764705882353,2011-08-19 15:24:00,2011-12-02 10:22:00,85,70,Belgium,104,1
12365,2,641.38,29.153636363636362,174,7.909090909090909,2011-02-21 13:51:00,2011-02-21 14:04:00,22,22,Cyprus,0,0
12367,1,168.9,15.354545454545455,173,15.727272727272727,2011-12-05 16:48:00,2011-12-05 16:48:00,11,11,Denmark,0,1
12370,4,3541.94,21.33698795180723,2352,14.168674698795181,2010-12-14 12:58:00,2011-10-19 14:51:00,166,143,Cyprus,309,0
12371,2,1887.96,29.96761904761905,591,9.380952380952381,2011-10-11 10:43:00,2011-10-26 10:16:00,63,63,Switzerland,14,0
12372,3,1298.04,24.962307692307693,794,15.26923076923077,2011-02-16 12:46:00,2011-09-29 12:12:00,52,34,Denmark,224,0
12373,1,364.6,26.042857142857144,197,14.071428571428571,2011-02-01 13:10:00,2011-02-01 13:10:00,14,14,Austria,0,0
12374,1,742.9300000000001,22.513030303030305,342,10.363636363636363,2011-11-14 15:37:00,2011-11-14 15:37:00,33,33,Austria,0,1
12375,2,457.5,26.91176470588235,178,10.470588235294118,2011-09-02 14:23:00,2011-11-29 10:36:00,17,14,Finland,87,1
12377,2,1628.12,21.144415584415583,944,12.25974025974026,2010-12-20 09:37:00,2011-01-28 15:45:00,77,72,Switzerland,39,0
12378,1,4008.62,18.30420091324201,2529,11.547945205479452,2011-08-02 10:34:00,2011-08-02 10:34:00,219,219,Switzerland,0,0
12379,2,852.24,21.306,407,10.175,2011-06-22 16:32:00,2011-09-19 10:09:00,40,39,Belgium,88,0
12380,4,2724.81,26.200096153846154,1127,10.836538461538462,2011-06-07 09:49:00,2011-11-18 11:27:00,104,77,Belgium,164,1
12381,5,1845.31,21.21045977011494,808,9.28735632183908,2011-08-12 09:57:00,2011-12-05 12:44:00,87,70,Norway,115,1
12383,5,1850.56,18.69252525252525,1532,15.474747474747474,2010-12-22 14:28:00,2011-06-08 08:02:00,99,84,Belgium,167,0
12384,2,585.27,21.676666666666666,126,4.666666666666667,2011-08-10 11:23:00,2011-11-11 08:39:00,27,26,Switzerland,92,1
12386,2,401.9,40.19,354,35.4,2010-12-08 09:53:00,2011-01-06 12:37:00,10,10,Australia,29,0
12388,6,2780.66,27.8066,1462,14.62,2011-01-17 11:12:00,2011-11-24 12:30:00,100,57,Australia,311,1
12390,1,549.84,17.1825,353,11.03125,2011-09-21 09:33:00,2011-09-21 09:33:00,32,32,Belgium,0,0
12391,1,439.66,4.72752688172043,293,3.150537634408602,2011-11-18 12:07:00,2011-11-18 12:07:00,93,92,Cyprus,0,1
12393,4,1582.6000000000001,24.728125000000002,816,12.75,2011-01-11 09:47:00,2011-09-28 15:41:00,64,47,Australia,260,0
12394,2,1272.48,47.12888888888889,819,30.333333333333332,2011-05-06 14:01:00,2011-10-07 08:08:00,27,26,Belgium,153,0
12395,12,3018.63,19.350192307692307,2118,13.576923076923077,2010-12-03 16:35:00,2011-11-20 15:21:00,156,91,Belgium,351,1
12397,2,2409.9,19.126190476190477,1263,10.023809523809524,2011-07-27 14:21:00,2011-11-04 09:52:00,126,110,Belgium,99,0
12398,1,1635.6599999999999,19.24305882352941,1394,16.4,2011-10-25 10:27:00,2011-10-25 10:27:00,85,85,Switzerland,0,0
12399,4,1108.65,18.790677966101697,1178,19.966101694915253,2011-03-23 09:42:00,2011-08-12 13:15:00,59,47,Belgium,142,0
12401,1,84.3,16.86,11,2.2,2011-02-09 13:50:00,2011-02-09 13:50:00,5,5,Belgium,0,0
12402,1,225.6,20.509090909090908,94,8.545454545454545,2011-01-20 13:49:00,2011-01-20 13:49:00,11,11,Belgium,0,0
12403,1,427.7,85.53999999999999,96,19.2,2011-10-21 10:51:00,2011-10-21 10:51:00,5,5,Denmark,0,0
12405,1,1710.39,31.67388888888889,857,15.87037037037037,2011-07-14 08:52:00,2011-07-14 08:52:00,54,54,Finland,0,0
12406,2,3415.3,32.52666666666667,1818,17.314285714285713,2011-06-09 10:23:00,2011-11-17 19:22:00,105,92,Denmark,161,1
12407,5,1708.1200000000001,22.183376623376624,1416,18.38961038961039,2011-03-20 13:21:00,2011-10-21 10:11:00,77,57,Belgium,214,0
12408,5,2888.55,27.51,1409,13.41904761904762,2011-03-24 14:46:00,2011-11-07 12:27:00,105,81,Belgium,227,0
12409,3,11072.67,101.58412844036697,5551,50.92660550458716,2011-06-10 12:19:00,2011-09-22 10:38:00,109,91,Switzerland,103,0
12410,2,693.3299999999999,26.666538461538458,211,8.115384615384615,2011-02-04 10:38:00,2011-02-04 10:39:00,26,26,Switzerland,0,0
12412,3,1226.88,20.112786885245903,829,13.59016393442623,2011-06-23 13:51:00,2011-09-26 10:16:00,61,43,Denmark,94,0
12413,3,758.1,19.95,286,7.526315789473684,2011-01-06 16:12:00,2011-10-04 09:00:00,38,29,France,270,0
12414,3,562.41,31.244999999999997,300,16.666666666666668,2011-02-02 14:51:00,2011-05-06 14:51:00,18,16,Austria,93,0
12415,21,124914.53,174.95032212885152,77374,108.36694677871148,2011-01-06 11:12:00,2011-11-15 14:22:00,714,444,Australia,313,1
12417,9,3649.1,19.005729166666665,1552,8.083333333333334,2010-12-17 11:51:00,2011-12-06 14:52:00,192,158,Belgium,354,1
12418,1,668.58,19.664117647058823,407,11.970588235294118,2011-08-19 11:08:00,2011-08-19 11:08:00,34,34,Switzerland,0,0
12420,1,600.39,20.70310344827586,345,11.89655172413793,2011-10-07 08:55:00,2011-10-07 08:55:00,29,29,Cyprus,0,0
12421,4,807.04,17.93422222222222,484,10.755555555555556,2011-01-24 15:09:00,2011-11-24 09:07:00,45,32,Spain,303,1
12422,3,803.5600000000001,20.604102564102565,370,9.487179487179487,2011-01-19 09:13:00,2011-09-05 09:48:00,39,39,Australia,229,0
12423,8,1859.31,14.87448,1339,10.712,2010-12-21 10:54:00,2011-12-09 10:10:00,125,97,Belgium,352,1
12424,2,1760.96,58.69866666666667,740,24.666666666666668,2011-06-30 12:06:00,2011-06-30 12:06:00,30,30,Australia,0,0
12425,1,777.2,21.58888888888889,496,13.777777777777779,2011-09-22 17:31:00,2011-09-22 17:31:00,36,36,Portugal,0,0
12426,1,582.73,19.424333333333333,258,8.6,2011-05-29 12:26:00,2011-05-29 12:26:00,30,30,Germany,0,0
12427,3,825.8,26.638709677419353,533,17.193548387096776,2010-12-03 10:44:00,2011-11-18 08:56:00,31,26,Germany,349,1
12428,9,7956.46,27.062789115646257,3536,12.02721088435374,2011-03-01 09:33:00,2011-11-14 08:22:00,294,258,Finland,257,1
12429,4,3750.4,38.66391752577319,1557,16.051546391752577,2010-12-09 12:05:00,2011-11-30 17:22:00,97,82,Denmark,356,1
12430,1,256.4,23.30909090909091,117,10.636363636363637,2011-10-27 15:09:00,2011-10-27 15:09:00,11,11,Norway,0,0
12431,15,6419.95,27.43568376068376,2896,12.376068376068377,2010-12-01 10:03:00,2011-11-04 11:55:00,234,163,Australia,338,0
12432,5,5059.32,46.845555555555556,1801,16.675925925925927,2011-06-20 13:27:00,2011-10-28 11:43:00,108,107,Norway,129,0
12433,7,13375.87,31.847309523809525,11071,26.35952380952381,2010-12-01 13:24:00,2011-12-09 10:02:00,420,219,Norway,372,1
12434,2,806.14,16.122799999999998,394,7.88,2011-03-24 13:05:00,2011-09-16 12:38:00,50,46,Australia,175,0
12435,2,7829.89,217.49694444444447,2055,57.083333333333336,2011-03-17 07:40:00,2011-09-21 09:06:00,36,31,Denmark,188,0
12436,1,509.01,31.813125,211,13.1875,2011-09-01 12:09:00,2011-09-01 12:09:00,16,16,Norway,0,0
12437,18,4951.41,24.88145728643216,2922,14.683417085427136,2011-01-12 14:13:00,2011-12-08 11:35:00,199,118,France,329,1
12438,2,2906.85,29.66173469387755,1180,12.040816326530612,2011-07-22 13:29:00,2011-11-25 13:28:00,98,84,Norway,125,1
12441,1,173.55,15.77727272727273,121,11.0,2010-12-08 10:45:00,2010-12-08 10:45:00,11,11,France,0,0
12442,1,172.06,14.338333333333333,182,15.166666666666666,2011-12-06 14:22:00,2011-12-06 14:22:00,12,12,Spain,0,1
12444,5,5005.46,28.440113636363638,1153,6.551136363636363,2011-06-21 14:00:00,2011-11-18 13:23:00,176,138,Norway,149,1
12445,1,133.4,33.35,62,15.5,2011-11-17 18:43:00,2011-11-17 18:43:00,4,4,Spain,0,1
12446,1,1002.3100000000001,17.584385964912283,351,6.157894736842105,2011-10-13 12:50:00,2011-10-13 12:50:00,57,57,RSA,0,0
12447,1,476.49,18.326538461538462,190,7.3076923076923075,2011-04-10 13:25:00,2011-04-10 13:25:00,26,26,Belgium,0,0
12448,1,449.45,20.429545454545455,243,11.045454545454545,2011-10-26 13:46:00,2011-10-26 13:46:00,22,22,Spain,0,0
12449,4,4067.29,21.294712041884818,1553,8.13089005235602,2011-06-05 15:37:00,2011-11-17 13:46:00,191,118,Belgium,164,1
12450,2,197.88,24.735,128,16.0,2011-06-19 14:36:00,2011-07-06 14:41:00,8,7,Spain,17,0
12451,5,9035.52,25.524067796610172,6575,18.573446327683616,2011-01-19 09:05:00,2011-11-29 08:40:00,354,265,Switzerland,313,1
12452,2,430.57,19.571363636363635,185,8.409090909090908,2011-11-23 08:05:00,2011-11-23 10:28:00,22,21,Switzerland,0,1
12453,1,707.09,16.443953488372095,473,11.0,2011-07-28 14:08:00,2011-07-28 14:08:00,43,43,Austria,0,0
12454,1,3528.34,235.22266666666667,1006,67.06666666666666,2011-10-14 17:13:00,2011-10-14 17:13:00,15,15,Spain,0,0
12455,6,2466.86,27.409555555555556,2089,23.211111111111112,2011-02-16 09:56:00,2011-09-27 15:31:00,90,85,Cyprus,223,0
12456,3,3181.04,25.44832,1633,13.064,2011-03-30 09:12:00,2011-10-26 14:41:00,125,105,Switzerland,210,0
12457,7,2363.23,38.11661290322581,843,13.596774193548388,2011-04-14 18:57:00,2011-10-04 13:13:00,62,53,Switzerland,172,0
12458,2,947.4,24.931578947368422,506,13.31578947368421,2011-02-28 10:55:00,2011-09-29 15:25:00,38,35,Switzerland,213,0
12461,2,826.88,23.62514285714286,287,8.2,2011-07-08 10:23:00,2011-09-06 16:57:00,35,35,Switzerland,60,0
12462,2,1189.59,19.186935483870965,536,8.64516129032258,2011-02-09 14:44:00,2011-11-21 09:11:00,62,51,Spain,284,1
12463,4,1344.78,16.202168674698793,776,9.349397590361447,2011-04-12 12:47:00,2011-10-17 13:44:00,83,65,Belgium,188,0
12464,8,1212.05,41.79482758620689,112,3.8620689655172415,2011-02-03 13:30:00,2011-11-29 13:33:00,29,6,Belgium,299,1
12465,2,742.1899999999999,15.79127659574468,479,10.191489361702128,2011-06-23 13:37:00,2011-11-22 16:34:00,47,46,Belgium,152,1
12468,2,729.5400000000001,19.19842105263158,366,9.631578947368421,2011-01-27 13:29:00,2011-06-05 11:36:00,38,36,Germany,128,0
12471,30,19788.65,43.11252723311547,8200,17.864923747276688,2010-12-10 09:35:00,2011-12-07 15:43:00,459,150,Germany,362,1
12472,7,6572.11,19.386755162241887,4148,12.23598820058997,2010-12-05 14:19:00,2011-11-07 14:01:00,339,219,Germany,336,0
12473,5,3928.0499999999997,23.52125748502994,2414,14.455089820359282,2011-06-01 10:15:00,2011-11-10 13:46:00,167,140,Germany,162,1
12474,18,7324.09,17.355663507109004,4833,11.45260663507109,2011-01-14 10:06:00,2011-11-22 14:39:00,422,253,Germany,312,1
12475,1,723.38,20.093888888888888,535,14.86111111111111,2011-10-17 10:10:00,2011-10-17 10:10:00,36,36,Germany,0,0
12476,11,6816.42,29.255021459227468,2408,10.334763948497853,2010-12-13 14:39:00,2011-11-24 12:40:00,233,177,Germany,345,1
12477,6,13219.74,44.065799999999996,3653,12.176666666666666,2011-02-11 12:45:00,2011-11-17 09:51:00,300,191,Germany,278,1
12478,1,680.99,18.91638888888889,236,6.555555555555555,2011-12-06 09:56:00,2011-12-06 09:56:00,36,36,Greece,0,1
12479,1,527.2,17.006451612903227,385,12.419354838709678,2011-11-28 13:26:00,2011-11-28 13:26:00,31,31,Germany,0,1
12480,4,3281.63,21.309285714285714,1707,11.084415584415584,2011-01-07 15:27:00,2011-11-11 14:52:00,154,129,Germany,307,1
12481,10,5579.82,25.8325,3294,15.25,2010-12-09 10:13:00,2011-11-17 08:29:00,216,150,Germany,342,1
12483,8,2484.98,33.133066666666664,1110,14.8,2011-01-04 14:20:00,2011-11-22 17:02:00,75,46,Sweden,322,1
12484,6,4527.32,13.199183673469387,2187,6.376093294460642,2011-01-07 14:04:00,2011-11-07 11:37:00,343,256,Spain,303,0
12488,3,1298.66,23.612000000000002,529,9.618181818181819,2011-09-25 10:34:00,2011-11-30 08:50:00,55,46,France,65,1
12489,1,334.93,22.328666666666667,105,7.0,2011-01-07 13:13:00,2011-01-07 13:13:00,15,15,France,0,0
12490,10,5417.93,22.114,3064,12.506122448979593,2011-01-14 09:13:00,2011-12-04 16:07:00,245,131,France,324,1
12491,1,460.40000000000003,17.70769230769231,260,10.0,2011-11-01 12:18:00,2011-11-01 12:18:00,26,25,France,0,0
12492,2,263.21000000000004,13.160500000000003,192,9.6,2011-08-26 14:51:00,2011-10-07 15:15:00,20,19,Germany,42,0
12493,2,433.74,19.715454545454545,207,9.409090909090908,2011-05-26 14:53:00,2011-06-27 10:17:00,22,20,France,31,0
12494,7,1246.1000000000001,16.183116883116885,707,9.181818181818182,2010-12-09 11:31:00,2011-11-24 09:34:00,77,63,France,349,1
12497,1,1043.1,74.50714285714285,1236,88.28571428571429,2011-09-19 12:29:00,2011-09-19 12:29:00,14,14,Germany,0,0
12498,3,403.70000000000005,17.55217391304348,159,6.913043478260869,2011-10-13 09:30:00,2011-11-18 12:53:00,23,21,Germany,36,1
12500,11,4257.82,69.80032786885245,2678,43.90163934426229,2011-01-10 09:48:00,2011-11-16 16:20:00,61,34,Germany,310,1
12501,1,2169.39,14.559664429530201,1783,11.966442953020135,2011-01-07 12:28:00,2011-01-07 12:28:00,149,149,Germany,0,0
12502,5,3723.87,25.332448979591835,820,5.578231292517007,2011-02-03 10:41:00,2011-09-05 11:52:00,147,102,Spain,214,0
12504,2,482.04999999999995,53.5611111111111,90,10.0,2011-11-09 14:56:00,2011-11-21 16:02:00,9,6,Germany,12,1
12506,1,73.5,3.1956521739130435,23,1.0,2011-04-21 08:54:00,2011-04-21 08:54:00,23,23,France,0,0
12507,3,1304.81,62.13380952380952,894,42.57142857142857,2011-02-14 09:24:00,2011-07-28 17:09:00,21,19,Spain,164,0
12508,2,397.88,5.851176470588236,271,3.985294117647059,2011-11-10 16:27:00,2011-11-13 15:37:00,68,57,France,2,1
12509,1,176.5,25.214285714285715,55,7.857142857142857,2011-02-28 14:45:00,2011-02-28 14:45:00,7,7,France,0,0
12510,2,982.5699999999999,29.774848484848484,353,10.696969696969697,2011-01-18 14:04:00,2011-07-20 10:15:00,33,29,Spain,182,0
12512,2,132.18,4.263870967741935,96,3.096774193548387,2011-10-04 14:53:00,2011-10-04 14:55:00,31,31,Israel,0,0
12513,1,612.29,17.494,462,13.2,2011-08-19 10:51:00,2011-08-19 10:51:00,35,35,France,0,0
12514,1,1017.68,19.954509803921567,440,8.627450980392156,2011-03-17 16:38:00,2011-03-17 16:38:00,51,51,Italy,0,0
12515,1,383.7,23.98125,131,8.1875,2010-12-21 15:43:00,2010-12-21 15:43:00,16,16,Italy,0,0
12516,2,1312.06,50.46384615384615,875,33.65384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,26,20,Germany,102,0
12517,5,2481.6,8.894623655913978,1361,4.878136200716846,2011-06-02 15:13:00,2011-11-11 14:04:00,279,232,Germany,161,1
12518,5,2056.89,16.58782258064516,1318,10.629032258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,124,84,Germany,109,1
12519,1,330.84,19.461176470588235,175,10.294117647058824,2011-10-07 09:26:00,2011-10-07 09:26:00,17,17,Germany,0,0
12520,5,2634.26,17.330657894736845,1439,9.467105263157896,2011-03-11 11:35:00,2011-09-21 15:23:00,152,121,Germany,194,0
12521,1,599.68,15.781052631578946,309,8.131578947368421,2011-07-20 10:51:00,2011-07-20 10:51:00,38,38,Germany,0,0
12522,2,192.72,16.06,194,16.166666666666668,2011-10-19 14:41:00,2011-10-31 15:30:00,12,11,Germany,12,0
12523,11,1789.77,16.884622641509434,865,8.160377358490566,2011-01-12 09:43:00,2011-11-20 12:55:00,106,84,France,312,1
12524,8,4485.72,31.150833333333335,3699,25.6875,2011-01-10 10:35:00,2011-11-30 15:31:00,144,113,Germany,324,1
12526,3,1316.66,18.54450704225352,632,8.901408450704226,2011-09-06 14:19:00,2011-12-09 12:09:00,71,64,Germany,93,1
12527,3,348.71000000000004,19.37277777777778,234,13.0,2011-01-18 12:05:00,2011-09-19 11:55:00,18,18,Germany,243,0
12528,6,1933.48,21.01608695652174,756,8.217391304347826,2011-01-31 09:05:00,2011-11-30 14:40:00,92,50,Germany,303,1
12530,4,1662.28,25.186060606060607,913,13.833333333333334,2011-01-07 10:04:00,2011-10-11 12:34:00,66,51,Germany,277,0
12531,1,125.22,7.365882352941177,45,2.6470588235294117,2011-11-25 11:12:00,2011-11-25 11:12:00,17,17,Germany,0,1
12532,1,349.83000000000004,21.864375000000003,153,9.5625,2011-11-09 13:47:00,2011-11-09 13:47:00,16,16,France,0,0
12534,1,1089.18,17.28857142857143,651,10.333333333333334,2011-08-01 10:26:00,2011-08-01 10:26:00,63,63,Germany,0,0
12535,2,716.35,21.069117647058825,219,6.4411764705882355,2011-06-06 12:47:00,2011-09-09 08:48:00,34,28,France,94,0
12536,3,12601.830000000002,48.282873563218395,2803,10.739463601532567,2011-10-11 14:52:00,2011-10-27 14:20:00,261,260,France,15,0
12538,1,363.95,17.33095238095238,191,9.095238095238095,2011-11-10 17:16:00,2011-11-10 17:16:00,21,21,Spain,0,1
12539,4,5568.35,20.396886446886448,2067,7.571428571428571,2011-01-10 09:11:00,2011-11-17 13:30:00,273,157,Spain,311,1
12540,17,13400.24,28.03397489539749,6685,13.985355648535565,2010-12-13 09:39:00,2011-11-20 11:31:00,478,277,Spain,342,1
12541,3,981.18,18.868846153846153,680,13.076923076923077,2011-03-04 09:32:00,2011-11-10 10:40:00,52,46,Spain,251,0
12544,1,372.7,19.61578947368421,136,7.157894736842105,2011-11-03 16:15:00,2011-11-03 16:15:00,19,19,Spain,0,0
12545,2,1000.39,20.0078,523,10.46,2011-03-25 12:04:00,2011-09-25 13:39:00,50,42,Spain,184,0
12546,2,1161.5,16.833333333333332,633,9.173913043478262,2011-09-23 09:44:00,2011-10-24 12:09:00,69,59,Spain,31,0
12547,2,207.79999999999998,25.974999999999998,134,16.75,2011-03-04 12:46:00,2011-05-26 12:38:00,8,7,Spain,82,0
12548,1,95.19999999999999,19.04,49,9.8,2011-06-26 15:35:00,2011-06-26 15:35:00,5,5,Spain,0,0
12550,1,964.83,16.92684210526316,569,9.982456140350877,2011-09-21 14:35:00,2011-09-21 14:35:00,57,57,Spain,0,0
12551,1,168.0,16.8,100,10.0,2010-12-17 11:23:00,2010-12-17 11:23:00,10,10,Spain,0,0
12552,2,437.82,21.891,88,4.4,2011-10-31 12:11:00,2011-11-01 10:02:00,20,20,Italy,0,0
12553,10,3692.28,19.33130890052356,1965,10.287958115183246,2011-01-14 10:42:00,2011-12-01 16:38:00,191,95,France,321,1
12556,2,599.56,5.038319327731092,355,2.9831932773109244,2011-07-11 13:35:00,2011-10-20 13:06:00,119,100,Spain,100,0
12557,5,11990.960000000001,363.36242424242425,4384,132.84848484848484,2010-12-03 12:20:00,2011-11-23 16:59:00,33,15,Spain,355,1
12558,1,269.96,24.54181818181818,196,17.818181818181817,2011-12-02 10:41:00,2011-12-02 10:41:00,11,11,USA,0,1
12559,2,561.71,26.74809523809524,283,13.476190476190476,2011-01-24 10:12:00,2011-02-02 09:49:00,21,21,Germany,8,0
12560,3,2134.01,20.323904761904764,1110,10.571428571428571,2011-07-19 15:55:00,2011-12-04 13:54:00,105,91,Germany,137,1
12561,1,238.85,14.928125,177,11.0625,2011-02-10 11:39:00,2011-02-10 11:39:00,16,16,Germany,0,0
12562,7,3781.7400000000002,22.510357142857146,1779,10.589285714285714,2011-05-25 12:44:00,2011-12-01 17:20:00,168,99,France,190,1
12564,1,456.9,21.757142857142856,133,6.333333333333333,2011-03-23 14:55:00,2011-03-23 14:55:00,21,21,France,0,0
12565,1,145.92,16.21333333333333,80,8.88888888888889,2011-02-24 10:34:00,2011-02-24 10:34:00,9,9,Saudi Arabia,0,0
12566,1,351.65,18.507894736842104,265,13.947368421052632,2011-09-14 14:30:00,2011-09-14 14:30:00,19,19,Germany,0,0
12567,10,9401.28,21.079103139013455,4305,9.652466367713005,2010-12-05 11:57:00,2011-11-17 11:02:00,446,323,France,346,1
12569,32,4124.69,21.939840425531912,1801,9.579787234042554,2011-04-01 13:47:00,2011-12-07 16:24:00,188,92,Germany,250,1
12571,2,519.61,15.28264705882353,523,15.382352941176471,2011-08-10 12:35:00,2011-10-31 10:19:00,34,31,France,81,0
12572,2,1020.42,17.006999999999998,452,7.533333333333333,2011-10-19 08:20:00,2011-12-01 09:20:00,60,53,Germany,43,1
12573,1,160.54000000000002,5.733571428571429,84,3.0,2011-04-26 15:52:00,2011-04-26 15:52:00,28,26,France,0,0
12574,1,218.45,19.85909090909091,61,5.545454545454546,2011-01-28 09:20:00,2011-01-28 09:20:00,11,11,France,0,0
12576,5,1315.83,14.952613636363635,967,10.988636363636363,2011-02-08 11:31:00,2011-11-04 10:11:00,88,72,Poland,268,0
12577,3,626.6,4.291780821917809,469,3.212328767123288,2010-12-15 16:21:00,2011-11-04 13:24:00,146,137,France,323,0
12578,2,2794.51,24.51324561403509,1196,10.491228070175438,2011-01-13 15:34:00,2011-11-18 13:30:00,114,111,Italy,308,1
12579,1,440.42,15.18689655172414,285,9.827586206896552,2011-09-22 17:15:00,2011-09-22 17:15:00,29,29,France,0,0
12580,1,415.7,17.320833333333333,238,9.916666666666666,2011-04-07 10:24:00,2011-04-07 10:24:00,24,24,Germany,0,0
12581,1,197.71,13.180666666666667,161,10.733333333333333,2011-10-31 08:56:00,2011-10-31 08:56:00,15,15,Germany,0,0
12582,2,511.36,23.243636363636366,300,13.636363636363637,2011-02-24 11:42:00,2011-04-15 08:45:00,22,21,Finland,49,0
12583,15,7281.38,29.47927125506073,5060,20.48582995951417,2010-12-01 08:45:00,2011-12-07 08:07:00,247,115,France,370,1
12584,9,2338.15,24.355729166666666,416,4.333333333333333,2011-03-04 15:15:00,2011-12-06 09:35:00,96,44,Italy,276,1
12585,2,2040.1,23.44942528735632,1279,14.701149425287356,2010-12-23 12:58:00,2011-04-19 13:39:00,87,77,Germany,117,0
12586,1,196.94000000000003,17.903636363636366,79,7.181818181818182,2011-11-22 16:24:00,2011-11-22 16:24:00,11,11,Italy,0,1
12587,1,144.0,36.0,51,12.75,2011-12-02 12:47:00,2011-12-02 12:47:00,4,4,Finland,0,1
12588,1,214.89999999999998,21.49,53,5.3,2011-10-31 15:01:00,2011-10-31 15:01:00,10,10,Finland,0,0
12589,2,646.68,18.47657142857143,306,8.742857142857142,2011-07-18 12:05:00,2011-11-11 10:19:00,35,29,France,115,1
12590,2,9864.26,145.06264705882353,4283,62.98529411764706,2011-05-12 14:46:00,2011-05-12 14:52:00,68,68,Germany,0,0
12591,1,452.84999999999997,17.41730769230769,228,8.76923076923077,2011-01-26 14:35:00,2011-01-26 14:35:00,26,26,Italy,0,0
12592,2,437.6,24.311111111111114,290,16.11111111111111,2011-05-10 13:44:00,2011-09-08 15:04:00,18,11,Germany,121,0
12593,3,418.09999999999997,19.909523809523808,206,9.80952380952381,2011-05-05 09:29:00,2011-08-23 12:43:00,21,14,France,110,0
12594,10,3338.2200000000003,28.290000000000003,1777,15.059322033898304,2011-01-21 09:52:00,2011-11-02 12:20:00,118,50,Italy,285,0
12596,2,618.27,22.898888888888887,474,17.555555555555557,2011-04-11 13:22:00,2011-10-19 13:02:00,27,25,Spain,190,0
12597,4,3811.22,18.50106796116505,2236,10.854368932038835,2011-03-16 14:00:00,2011-11-20 13:33:00,206,184,Spain,248,1
12598,8,3023.08,22.902121212121212,1964,14.878787878787879,2011-02-28 11:58:00,2011-11-30 12:18:00,132,84,France,275,1
12599,7,1032.58,16.654516129032256,956,15.419354838709678,2011-02-08 13:28:00,2011-11-10 13:34:00,62,32,France,275,1
12600,10,2599.04,40.61,774,12.09375,2010-12-03 12:57:00,2011-11-11 10:29:00,64,32,Germany,342,1
12601,5,577.0600000000001,20.609285714285715,245,8.75,2011-01-11 10:38:00,2011-06-03 10:17:00,28,21,Germany,142,0
12602,1,153.12,12.76,162,13.5,2011-10-12 11:22:00,2011-10-12 11:22:00,12,12,France,0,0
12603,1,739.1999999999999,369.59999999999997,63,31.5,2011-11-18 10:42:00,2011-11-18 10:42:00,2,2,Germany,0,1
12604,2,254.18,15.88625,201,12.5625,2011-03-23 12:06:00,2011-09-21 14:08:00,16,15,France,182,0
12607,1,1579.51,15.63871287128713,1228,12.158415841584159,2011-10-10 16:06:00,2011-10-10 16:06:00,101,101,USA,0,0
